Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId	SourceDisplayName
Quais são todas as informações disponíveis sobre o Hyundai Santro Xing GL Plus?	Este Hyundai Santro Xing GL Plus é do ano 2013, Manual, movido a Gasolina, com 80000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 175000 rupias.	qa_car_1.tsv		[]	False	[]	7265	qa1
Qual é o modelo do Ford Fiesta Titanium 1.5 TDCi?	O modelo é Ford Fiesta Titanium 1.5 TDCi, do ano 2011.	qa_car_1.tsv		[]	False	[]	7266	qa1
Quais são todas as informações disponíveis sobre o Ford Fiesta Titanium 1.5 TDCi?	Este Ford Fiesta Titanium 1.5 TDCi é do ano 2011, Manual, movido a Diesel, com 100000 km rodados. Está sendo vendido por um Particular, é do Segundo dono e custa 325000 rupias.	qa_car_1.tsv		[]	False	[]	7267	qa1
Qual é o modelo do Maruti Swift Dzire LDI?	O modelo é Maruti Swift Dzire LDI, do ano 2017.	qa_car_1.tsv		[]	False	[]	7268	qa1
Quais são todas as informações disponíveis sobre o Maruti Swift Dzire LDI?	Este Maruti Swift Dzire LDI é do ano 2017, Manual, movido a Diesel, com 90000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 425000 rupias.	qa_car_1.tsv		[]	False	[]	7269	qa1
Qual é o modelo do Hyundai Accent GLE CNG?	O modelo é Hyundai Accent GLE CNG, do ano 2009.	qa_car_1.tsv		[]	False	[]	7270	qa1
Quais são todas as informações disponíveis sobre o Hyundai Accent GLE CNG?	Este Hyundai Accent GLE CNG é do ano 2009, Manual, movido a GNV, com 70000 km rodados. Está sendo vendido por um Particular, é do Terceiro dono e custa 160000 rupias.	qa_car_1.tsv		[]	False	[]	7271	qa1
Qual é o modelo do Maruti Zen Estilo LXI BSIII?	O modelo é Maruti Zen Estilo LXI BSIII, do ano 2007.	qa_car_1.tsv		[]	False	[]	7272	qa1
Quais são todas as informações disponíveis sobre o Maruti Zen Estilo LXI BSIII?	Este Maruti Zen Estilo LXI BSIII é do ano 2007, Manual, movido a Gasolina, com 80000 km rodados. Está sendo vendido por um Particular, é do Terceiro dono e custa 100000 rupias.	qa_car_1.tsv		[]	False	[]	7273	qa1
Qual é o modelo do Maruti Swift Dzire LDI?	O modelo é Maruti Swift Dzire LDI, do ano 2014.	qa_car_1.tsv		[]	False	[]	7274	qa1
Quais são todas as informações disponíveis sobre o Maruti Swift Dzire LDI?	Este Maruti Swift Dzire LDI é do ano 2014, Manual, movido a Diesel, com 110000 km rodados. Está sendo vendido por um Particular, é do Segundo dono e custa 390000 rupias.	qa_car_1.tsv		[]	False	[]	7275	qa1
Quais são todas as informações disponíveis sobre o Hyundai i20 1.2 Spotz?	Este Hyundai i20 1.2 Spotz é do ano 2017, Manual, movido a Gasolina, com 50000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 400000 rupias.	qa_car_1.tsv		[]	False	[]	7276	qa1
Qual é o modelo do Tata Tigor 1.2 Revotron XM?	O modelo é Tata Tigor 1.2 Revotron XM, do ano 2018.	qa_car_1.tsv		[]	False	[]	7277	qa1
Quais são todas as informações disponíveis sobre o Tata Tigor 1.2 Revotron XM?	Este Tata Tigor 1.2 Revotron XM é do ano 2018, Manual, movido a Gasolina, com 5000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 509999 rupias.	qa_car_1.tsv		[]	False	[]	7278	qa1
Qual é o modelo do Hyundai i10 Magna 1.1?	O modelo é Hyundai i10 Magna 1.1, do ano 2008.	qa_car_1.tsv		[]	False	[]	7279	qa1
Quais são todas as informações disponíveis sobre o Hyundai i10 Magna 1.1?	Este Hyundai i10 Magna 1.1 é do ano 2008, Manual, movido a Gasolina, com 90000 km rodados. Está sendo vendido por um Particular, é do Terceiro dono e custa 150000 rupias.	qa_car_1.tsv		[]	False	[]	7280	qa1
Quais são todas as informações disponíveis sobre o Hyundai Santro Xing GLS?	Este Hyundai Santro Xing GLS é do ano 2009, Manual, movido a Gasolina, com 120000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 110000 rupias.	qa_car_1.tsv		[]	False	[]	7281	qa1
Qual é o modelo do Nissan Sunny Diesel XV?	O modelo é Nissan Sunny Diesel XV, do ano 2013.	qa_car_1.tsv		[]	False	[]	7282	qa1
Quais são todas as informações disponíveis sobre o Nissan Sunny Diesel XV?	Este Nissan Sunny Diesel XV é do ano 2013, Manual, movido a Diesel, com 80000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 450000 rupias.	qa_car_1.tsv		[]	False	[]	7283	qa1
Quais são todas as informações disponíveis sobre o Hyundai i20 1.2 Spotz?	Este Hyundai i20 1.2 Spotz é do ano 2017, Manual, movido a Gasolina, com 38000 km rodados. Está sendo vendido por um Particular, é do Segundo dono e custa 400000 rupias.	qa_car_1.tsv		[]	False	[]	7284	qa1
Quais são todas as informações disponíveis sobre o Hyundai Santro Xing GLS?	Este Hyundai Santro Xing GLS é do ano 2009, Manual, movido a Gasolina, com 120000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 140000 rupias.	qa_car_1.tsv		[]	False	[]	7285	qa1
Quais são todas as informações disponíveis sobre o Tata Indigo CR4?	Este Tata Indigo CR4 é do ano 2011, Manual, movido a Diesel, com 90000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 130000 rupias.	qa_car_1.tsv		[]	False	[]	7286	qa1
Qual é o modelo do Maruti Alto 800 LXI?	O modelo é Maruti Alto 800 LXI, do ano 2017.	qa_car_1.tsv		[]	False	[]	7287	qa1
Quais são todas as informações disponíveis sobre o Maruti Alto 800 LXI?	Este Maruti Alto 800 LXI é do ano 2017, Manual, movido a Gasolina, com 50000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 160000 rupias.	qa_car_1.tsv		[]	False	[]	7288	qa1
Quais são todas as informações disponíveis sobre o Maruti Alto 800 LXI?	Este Maruti Alto 800 LXI é do ano 2016, Manual, movido a Gasolina, com 60000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 150000 rupias.	qa_car_1.tsv		[]	False	[]	7289	qa1
Quais são todas as informações disponíveis sobre o Mahindra XUV500 W8 2WD?	Este Mahindra XUV500 W8 2WD é do ano 2013, Manual, movido a Diesel, com 100000 km rodados. Está sendo vendido por um Particular, é do Segundo dono e custa 500000 rupias.	qa_car_1.tsv		[]	False	[]	7290	qa1
Qual é o modelo do Tata Nano Std?	O modelo é Tata Nano Std, do ano 2011.	qa_car_1.tsv		[]	False	[]	7291	qa1
Quais são todas as informações disponíveis sobre o Tata Nano Std?	Este Tata Nano Std é do ano 2011, Manual, movido a Gasolina, com 19000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 40000 rupias.	qa_car_1.tsv		[]	False	[]	7292	qa1
Qual é o modelo do Chevrolet Tavera LT L1 7 Seats BSIII?	O modelo é Chevrolet Tavera LT L1 7 Seats BSIII, do ano 2006.	qa_car_1.tsv		[]	False	[]	7293	qa1
Quais são todas as informações disponíveis sobre o Chevrolet Tavera LT L1 7 Seats BSIII?	Este Chevrolet Tavera LT L1 7 Seats BSIII é do ano 2006, Manual, movido a Diesel, com 200000 km rodados. Está sendo vendido por um Particular, é do Terceiro dono e custa 140000 rupias.	qa_car_1.tsv		[]	False	[]	7294	qa1
Qual é o modelo do Mahindra Verito 1.5 D2 BSIV?	O modelo é Mahindra Verito 1.5 D2 BSIV, do ano 2015.	qa_car_1.tsv		[]	False	[]	7295	qa1
Qual é o preço do Mahindra Verito 1.5 D2 BSIV 2015?	O preço de venda é 227000 rupias.	qa_car_1.tsv		[]	False	[]	7296	qa1
Quais são todas as informações disponíveis sobre o Mahindra Verito 1.5 D2 BSIV?	Este Mahindra Verito 1.5 D2 BSIV é do ano 2015, Manual, movido a Diesel, com 70000 km rodados. Está sendo vendido por um Particular, é do Segundo dono e custa 227000 rupias.	qa_car_1.tsv		[]	False	[]	7297	qa1
Qual é o modelo do Maruti Swift VDI?	O modelo é Maruti Swift VDI, do ano 2011.	qa_car_1.tsv		[]	False	[]	7298	qa1
Quais são todas as informações disponíveis sobre o Maruti Swift VDI?	Este Maruti Swift VDI é do ano 2011, Manual, movido a Diesel, com 50000 km rodados. Está sendo vendido por um Particular, é do Segundo dono e custa 285000 rupias.	qa_car_1.tsv		[]	False	[]	7299	qa1
Quantos quilômetros rodados tem o Maruti Alto LX?	O veículo tem 19077 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7300	qa1
Quais são todas as informações disponíveis sobre o Maruti Alto LX?	Este Maruti Alto LX é do ano 2012, Manual, movido a Gasolina, com 19077 km rodados. Está sendo vendido por um Particular, é do Segundo dono e custa 155000 rupias.	qa_car_1.tsv		[]	False	[]	7301	qa1
Qual é o modelo do Hyundai EON D Lite?	O modelo é Hyundai EON D Lite, do ano 2016.	qa_car_1.tsv		[]	False	[]	7302	qa1
Quais são todas as informações disponíveis sobre o Hyundai EON D Lite?	Este Hyundai EON D Lite é do ano 2016, Manual, movido a Gasolina, com 30000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 210000 rupias.	qa_car_1.tsv		[]	False	[]	7303	qa1
Quais são todas as informações disponíveis sobre o Maruti Alto LXi?	Este Maruti Alto LXi é do ano 2009, Manual, movido a Gasolina, com 80000 km rodados. Está sendo vendido por um Particular, é do Segundo dono e custa 140000 rupias.	qa_car_1.tsv		[]	False	[]	7304	qa1
Qual é o modelo do Toyota Innova 2.5 GX (Diesel) 7 Seater?	O modelo é Toyota Innova 2.5 GX (Diesel) 7 Seater, do ano 2015.	qa_car_1.tsv		[]	False	[]	7305	qa1
Quantos quilômetros rodados tem o Toyota Innova 2.5 GX (Diesel) 7 Seater?	O veículo tem 128000 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7306	qa1
Quais são todas as informações disponíveis sobre o Toyota Innova 2.5 GX (Diesel) 7 Seater?	Este Toyota Innova 2.5 GX (Diesel) 7 Seater é do ano 2015, Manual, movido a Diesel, com 128000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 940000 rupias.	qa_car_1.tsv		[]	False	[]	7307	qa1
Qual é o modelo do Nissan Terrano XV Premium 110 PS?	O modelo é Nissan Terrano XV Premium 110 PS, do ano 2013.	qa_car_1.tsv		[]	False	[]	7308	qa1
Quais são todas as informações disponíveis sobre o Nissan Terrano XV Premium 110 PS?	Este Nissan Terrano XV Premium 110 PS é do ano 2013, Manual, movido a Diesel, com 80000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 750000 rupias.	qa_car_1.tsv		[]	False	[]	7309	qa1
Quais são todas as informações disponíveis sobre o Maruti Baleno Alpha 1.3?	Este Maruti Baleno Alpha 1.3 é do ano 2016, Manual, movido a Diesel, com 100000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 610000 rupias.	qa_car_1.tsv		[]	False	[]	7310	qa1
Qual é o modelo do Nissan Sunny XV D Premium Leather?	O modelo é Nissan Sunny XV D Premium Leather, do ano 2015.	qa_car_1.tsv		[]	False	[]	7311	qa1
Quais são todas as informações disponíveis sobre o Nissan Sunny XV D Premium Leather?	Este Nissan Sunny XV D Premium Leather é do ano 2015, Manual, movido a Diesel, com 50000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 450000 rupias.	qa_car_1.tsv		[]	False	[]	7312	qa1
Quais são todas as informações disponíveis sobre o Toyota Etios Liva GD?	Este Toyota Etios Liva GD é do ano 2012, Manual, movido a Diesel, com 56000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 409999 rupias.	qa_car_1.tsv		[]	False	[]	7313	qa1
Qual é o modelo do Hyundai EON 1.0 Era Plus?	O modelo é Hyundai EON 1.0 Era Plus, do ano 2018.	qa_car_1.tsv		[]	False	[]	7314	qa1
Quantos quilômetros rodados tem o Hyundai EON 1.0 Era Plus?	O veículo tem 21302 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7315	qa1
Quais são todas as informações disponíveis sobre o Hyundai EON 1.0 Era Plus?	Este Hyundai EON 1.0 Era Plus é do ano 2018, Manual, movido a Gasolina, com 21302 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 100000 rupias.	qa_car_1.tsv		[]	False	[]	7316	qa1
Quantos quilômetros rodados tem o Renault KWID 1.0 RXT Optional?	O veículo tem 10500 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7317	qa1
Quais são todas as informações disponíveis sobre o Renault KWID 1.0 RXT Optional?	Este Renault KWID 1.0 RXT Optional é do ano 2018, Manual, movido a Gasolina, com 10500 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 300000 rupias.	qa_car_1.tsv		[]	False	[]	7318	qa1
Qual é o modelo do Mahindra Bolero 2011-2019 SLX?	O modelo é Mahindra Bolero 2011-2019 SLX, do ano 2013.	qa_car_1.tsv		[]	False	[]	7319	qa1
Quantos quilômetros rodados tem o Mahindra Bolero 2011-2019 SLX?	O veículo tem 107000 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7320	qa1
Quais são todas as informações disponíveis sobre o Mahindra Bolero 2011-2019 SLX?	Este Mahindra Bolero 2011-2019 SLX é do ano 2013, Manual, movido a Diesel, com 107000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 400000 rupias.	qa_car_1.tsv		[]	False	[]	7321	qa1
Quais são todas as informações disponíveis sobre o Hyundai i10 Sportz 1.2?	Este Hyundai i10 Sportz 1.2 é do ano 2010, Manual, movido a Gasolina, com 60000 km rodados. Está sendo vendido por um Particular, é do Segundo dono e custa 210000 rupias.	qa_car_1.tsv		[]	False	[]	7322	qa1
Qual é o modelo do Hyundai Santro Xing XG eRLX Euro III?	O modelo é Hyundai Santro Xing XG eRLX Euro III, do ano 2006.	qa_car_1.tsv		[]	False	[]	7323	qa1
Quais são todas as informações disponíveis sobre o Hyundai Santro Xing XG eRLX Euro III?	Este Hyundai Santro Xing XG eRLX Euro III é do ano 2006, Manual, movido a Gasolina, com 120000 km rodados. Está sendo vendido por um Particular, é do Segundo dono e custa 90000 rupias.	qa_car_1.tsv		[]	False	[]	7324	qa1
Qual é o modelo do Maruti Wagon R LXI BS IV?	O modelo é Maruti Wagon R LXI BS IV, do ano 2010.	qa_car_1.tsv		[]	False	[]	7325	qa1
Qual é o preço do Maruti Wagon R LXI BS IV 2010?	O preço de venda é 222000 rupias.	qa_car_1.tsv		[]	False	[]	7326	qa1
Quais são todas as informações disponíveis sobre o Maruti Wagon R LXI BS IV?	Este Maruti Wagon R LXI BS IV é do ano 2010, Manual, movido a Gasolina, com 70000 km rodados. Está sendo vendido por um Particular, é do Primeiro dono e custa 222000 rupias.	qa_car_1.tsv		[]	False	[]	7327	qa1
Qual é o modelo do Maruti Alto 800 LXI?	O modelo é Maruti Alto 800 LXI, do ano 2015.	qa_car_1.tsv		[]	False	[]	7328	qa1
Quais são todas as informações disponíveis sobre o Maruti Alto 800 LXI?	Este Maruti Alto 800 LXI é do ano 2015, Manual, movido a Gasolina, com 50000 km rodados. Está sendo vendido por um Particular, é do Segundo dono e custa 240000 rupias.	qa_car_1.tsv		[]	False	[]	7329	qa1
Qual é o modelo do Toyota Etios Liva GD?	O modelo é Toyota Etios Liva GD, do ano 2013.	qa_car_1.tsv		[]	False	[]	7330	qa1
Quais são todas as informações disponíveis sobre o Toyota Etios Liva GD?	Este Toyota Etios Liva GD é do ano 2013, Manual, movido a Diesel, com 70000 km rodados. Está sendo vendido por um Particular, é do Segundo dono e custa 450000 rupias.	qa_car_1.tsv		[]	False	[]	7331	qa1
Qual é o modelo do Volkswagen Jetta 2.0L TDI Highline AT?	O modelo é Volkswagen Jetta 2.0L TDI Highline AT, do ano 2012.	qa_car_1.tsv		[]	False	[]	7332	qa1
Qual é o preço do Volkswagen Jetta 2.0L TDI Highline AT 2012?	O preço de venda é 735000 rupias.	qa_car_1.tsv		[]	False	[]	7333	qa1
Quantos quilômetros rodados tem o Volkswagen Jetta 2.0L TDI Highline AT?	O veículo tem 55300 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7334	qa1
Quais são todas as informações disponíveis sobre o Volkswagen Jetta 2.0L TDI Highline AT?	Este Volkswagen Jetta 2.0L TDI Highline AT é do ano 2012, Automático, movido a Diesel, com 55300 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 735000 rupias.	qa_car_1.tsv		[]	False	[]	7335	qa1
Qual é o modelo do Tata Indica Vista Quadrajet 90 VX?	O modelo é Tata Indica Vista Quadrajet 90 VX, do ano 2012.	qa_car_1.tsv		[]	False	[]	7336	qa1
Quantos quilômetros rodados tem o Tata Indica Vista Quadrajet 90 VX?	O veículo tem 74300 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7337	qa1
Quais são todas as informações disponíveis sobre o Tata Indica Vista Quadrajet 90 VX?	Este Tata Indica Vista Quadrajet 90 VX é do ano 2012, Manual, movido a Diesel, com 74300 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 285000 rupias.	qa_car_1.tsv		[]	False	[]	7338	qa1
Qual é o modelo do Honda City VX MT?	O modelo é Honda City VX MT, do ano 2010.	qa_car_1.tsv		[]	False	[]	7339	qa1
Quantos quilômetros rodados tem o Honda City VX MT?	O veículo tem 48781 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7340	qa1
Quais são todas as informações disponíveis sobre o Honda City VX MT?	Este Honda City VX MT é do ano 2010, Manual, movido a Gasolina, com 48781 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 350000 rupias.	qa_car_1.tsv		[]	False	[]	7341	qa1
Qual é o modelo do Volkswagen Jetta 1.9 Highline TDI?	O modelo é Volkswagen Jetta 1.9 Highline TDI, do ano 2010.	qa_car_1.tsv		[]	False	[]	7342	qa1
Quantos quilômetros rodados tem o Volkswagen Jetta 1.9 Highline TDI?	O veículo tem 87620 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7343	qa1
Quais são todas as informações disponíveis sobre o Volkswagen Jetta 1.9 Highline TDI?	Este Volkswagen Jetta 1.9 Highline TDI é do ano 2010, Automático, movido a Diesel, com 87620 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 290000 rupias.	qa_car_1.tsv		[]	False	[]	7344	qa1
Qual é o modelo do Volkswagen Vento 1.5 TDI Highline Plus AT?	O modelo é Volkswagen Vento 1.5 TDI Highline Plus AT, do ano 2017.	qa_car_1.tsv		[]	False	[]	7345	qa1
Quantos quilômetros rodados tem o Volkswagen Vento 1.5 TDI Highline Plus AT?	O veículo tem 40219 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7346	qa1
Quais são todas as informações disponíveis sobre o Volkswagen Vento 1.5 TDI Highline Plus AT?	Este Volkswagen Vento 1.5 TDI Highline Plus AT é do ano 2017, Automático, movido a Diesel, com 40219 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 890000 rupias.	qa_car_1.tsv		[]	False	[]	7347	qa1
Qual é o modelo do Honda Jazz VX?	O modelo é Honda Jazz VX, do ano 2011.	qa_car_1.tsv		[]	False	[]	7348	qa1
Quantos quilômetros rodados tem o Honda Jazz VX?	O veículo tem 11473 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7349	qa1
Quais são todas as informações disponíveis sobre o Honda Jazz VX?	Este Honda Jazz VX é do ano 2011, Manual, movido a Gasolina, com 11473 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 385000 rupias.	qa_car_1.tsv		[]	False	[]	7350	qa1
Qual é o modelo do Maruti Eeco 5 Seater AC BSIV?	O modelo é Maruti Eeco 5 Seater AC BSIV, do ano 2017.	qa_car_1.tsv		[]	False	[]	7351	qa1
Quantos quilômetros rodados tem o Maruti Eeco 5 Seater AC BSIV?	O veículo tem 8352 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7352	qa1
Quais são todas as informações disponíveis sobre o Maruti Eeco 5 Seater AC BSIV?	Este Maruti Eeco 5 Seater AC BSIV é do ano 2017, Manual, movido a Gasolina, com 8352 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 425000 rupias.	qa_car_1.tsv		[]	False	[]	7353	qa1
Qual é o modelo do Maruti Wagon R VXI AMT1.2BSIV?	O modelo é Maruti Wagon R VXI AMT1.2BSIV, do ano 2017.	qa_car_1.tsv		[]	False	[]	7354	qa1
Quantos quilômetros rodados tem o Maruti Wagon R VXI AMT1.2BSIV?	O veículo tem 9745 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7355	qa1
Quais são todas as informações disponíveis sobre o Maruti Wagon R VXI AMT1.2BSIV?	Este Maruti Wagon R VXI AMT1.2BSIV é do ano 2017, Automático, movido a Gasolina, com 9745 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 525000 rupias.	qa_car_1.tsv		[]	False	[]	7356	qa1
Qual é o modelo do Hyundai Grand i10 Asta?	O modelo é Hyundai Grand i10 Asta, do ano 2017.	qa_car_1.tsv		[]	False	[]	7357	qa1
Quantos quilômetros rodados tem o Hyundai Grand i10 Asta?	O veículo tem 9748 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7358	qa1
Quais são todas as informações disponíveis sobre o Hyundai Grand i10 Asta?	Este Hyundai Grand i10 Asta é do ano 2017, Manual, movido a Gasolina, com 9748 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 550000 rupias.	qa_car_1.tsv		[]	False	[]	7359	qa1
Qual é o modelo do Volkswagen Polo 1.0 MPI Trendline?	O modelo é Volkswagen Polo 1.0 MPI Trendline, do ano 2012.	qa_car_1.tsv		[]	False	[]	7360	qa1
Qual é o preço do Volkswagen Polo 1.0 MPI Trendline 2012?	O preço de venda é 271000 rupias.	qa_car_1.tsv		[]	False	[]	7361	qa1
Quais são todas as informações disponíveis sobre o Volkswagen Polo 1.0 MPI Trendline?	Este Volkswagen Polo 1.0 MPI Trendline é do ano 2012, Manual, movido a Gasolina, com 49000 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 271000 rupias.	qa_car_1.tsv		[]	False	[]	7362	qa1
Qual é o modelo do Hyundai Creta 1.6 CRDi SX Option?	O modelo é Hyundai Creta 1.6 CRDi SX Option, do ano 2018.	qa_car_1.tsv		[]	False	[]	7363	qa1
Qual é o preço do Hyundai Creta 1.6 CRDi SX Option 2018?	O preço de venda é 1490000 rupias.	qa_car_1.tsv		[]	False	[]	7364	qa1
Qual é o preço do BMW 3 Series 320d Sport 2013?	O preço de venda é 1490000 rupias.	qa_car_1.tsv		[]	False	[]	7364	qa1
Quantos quilômetros rodados tem o Hyundai Creta 1.6 CRDi SX Option?	O veículo tem 20694 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7365	qa1
Quais são todas as informações disponíveis sobre o Hyundai Creta 1.6 CRDi SX Option?	Este Hyundai Creta 1.6 CRDi SX Option é do ano 2018, Manual, movido a Diesel, com 20694 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 1490000 rupias.	qa_car_1.tsv		[]	False	[]	7366	qa1
Qual é o modelo do Hyundai Grand i10 Asta Option?	O modelo é Hyundai Grand i10 Asta Option, do ano 2015.	qa_car_1.tsv		[]	False	[]	7367	qa1
Quantos quilômetros rodados tem o Hyundai Grand i10 Asta Option?	O veículo tem 31080 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7368	qa1
Quais são todas as informações disponíveis sobre o Hyundai Grand i10 Asta Option?	Este Hyundai Grand i10 Asta Option é do ano 2015, Manual, movido a Gasolina, com 31080 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 490000 rupias.	qa_car_1.tsv		[]	False	[]	7369	qa1
Quantos quilômetros rodados tem o Hyundai EON Era Plus?	O veículo tem 37605 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7370	qa1
Quais são todas as informações disponíveis sobre o Hyundai EON Era Plus?	Este Hyundai EON Era Plus é do ano 2014, Manual, movido a Gasolina, com 37605 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 260000 rupias.	qa_car_1.tsv		[]	False	[]	7371	qa1
Qual é o modelo do Hyundai Xcent 1.1 CRDi SX Option?	O modelo é Hyundai Xcent 1.1 CRDi SX Option, do ano 2014.	qa_car_1.tsv		[]	False	[]	7372	qa1
Qual é o preço do Hyundai Xcent 1.1 CRDi SX Option 2014?	O preço de venda é 455000 rupias.	qa_car_1.tsv		[]	False	[]	7373	qa1
Quantos quilômetros rodados tem o Hyundai Xcent 1.1 CRDi SX Option?	O veículo tem 55850 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7374	qa1
Quais são todas as informações disponíveis sobre o Hyundai Xcent 1.1 CRDi SX Option?	Este Hyundai Xcent 1.1 CRDi SX Option é do ano 2014, Manual, movido a Diesel, com 55850 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 455000 rupias.	qa_car_1.tsv		[]	False	[]	7375	qa1
Qual é o modelo do Tata Nano Lx BSIV?	O modelo é Tata Nano Lx BSIV, do ano 2010.	qa_car_1.tsv		[]	False	[]	7376	qa1
Quantos quilômetros rodados tem o Tata Nano Lx BSIV?	O veículo tem 58850 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7377	qa1
Quais são todas as informações disponíveis sobre o Tata Nano Lx BSIV?	Este Tata Nano Lx BSIV é do ano 2010, Manual, movido a Gasolina, com 58850 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 75000 rupias.	qa_car_1.tsv		[]	False	[]	7378	qa1
Qual é o preço do Toyota Etios Cross 1.2L G 2015?	O preço de venda é 421000 rupias.	qa_car_1.tsv		[]	False	[]	7379	qa1
Quantos quilômetros rodados tem o Toyota Etios Cross 1.2L G?	O veículo tem 23839 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7380	qa1
Quais são todas as informações disponíveis sobre o Toyota Etios Cross 1.2L G?	Este Toyota Etios Cross 1.2L G é do ano 2015, Manual, movido a Gasolina, com 23839 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 421000 rupias.	qa_car_1.tsv		[]	False	[]	7381	qa1
Qual é o modelo do Maruti Swift DDiS LDI?	O modelo é Maruti Swift DDiS LDI, do ano 2016.	qa_car_1.tsv		[]	False	[]	7382	qa1
Quais são todas as informações disponíveis sobre o Maruti Swift DDiS LDI?	Este Maruti Swift DDiS LDI é do ano 2016, Manual, movido a Diesel, com 54000 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 550000 rupias.	qa_car_1.tsv		[]	False	[]	7383	qa1
Qual é o modelo do Hyundai i10 Sportz 1.2 AT?	O modelo é Hyundai i10 Sportz 1.2 AT, do ano 2013.	qa_car_1.tsv		[]	False	[]	7384	qa1
Quais são todas as informações disponíveis sobre o Hyundai i10 Sportz 1.2 AT?	Este Hyundai i10 Sportz 1.2 AT é do ano 2013, Automático, movido a Gasolina, com 38000 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 330000 rupias.	qa_car_1.tsv		[]	False	[]	7385	qa1
Qual é o modelo do Volkswagen Vento 1.5 TDI Comfortline?	O modelo é Volkswagen Vento 1.5 TDI Comfortline, do ano 2012.	qa_car_1.tsv		[]	False	[]	7386	qa1
Quantos quilômetros rodados tem o Volkswagen Vento 1.5 TDI Comfortline?	O veículo tem 45454 quilômetros rodados.	qa_car_1.tsv		[]	False	[]	7387	qa1
Quais são todas as informações disponíveis sobre o Volkswagen Vento 1.5 TDI Comfortline?	Este Volkswagen Vento 1.5 TDI Comfortline é do ano 2012, Manual, movido a Diesel, com 45454 km rodados. Está sendo vendido por um Revendedor, é do Primeiro dono e custa 390000 rupias.	qa_car_1.tsv		[]	False	[]	7388	qa1
